permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,btm,etm
56822,NATIONAL WESTERN LIFE GROUP,1972-12-14,17073,6311,"Life Insurance",208.460006713867,1,2020-12-31,206.44,750.61584,698.5011,25.39,14648.27,92.312,3.35076790512995,0.121797942925572
63773,TELEPHONE & DATA SYSTEMS INC,1981-12-15,10411,4812,"Radiotelephone Communication",18.2600002288818,1,2020-12-31,18.57,2116.98,42.1404,1.97,12525,226,2.30779843766632,0.107886088461492
66800,AMERICAN INTERNATIONAL GROUP,1972-12-14,1487,6331,"Fire, Marine, Casualty Ins",37.3699989318848,1,2020-12-31,37.86,32618.58588,76.4452,-6.88,586481,-5944,2.04563024310861,-0.184104902238299
71175,UNUM GROUP,1986-11-06,12726,6321,"Accident and Health Insurance",21.9200000762939,1,2020-12-31,22.94,4672.6486,53.3703,3.89,70625.8,793,2.43477645137963,0.177463503031962
75069,INCOME OPPORTUNITY RLTY INVS,1987-05-20,12956,6162,"Mortgage Bankers and Loan Corr",11.3400001525879,1,2020-12-31,11.34,47.26512,25.0614,1.01,104.468,4.214,2.20999997026285,0.089065254533485
76215,ICONIX BRAND GROUP INC,1990-01-22,20204,6794,"Patent Owners and Lessors",1.11000001430511,0,2016-12-31,9.34,532.72558,6.5809,-4.82,2005.515,-252.134,5.9287386623322,-4.34234228638046
76798,EZCORP INC  -CL A,1991-08-27,24430,5900,"Miscellaneous Retail",4.75,0,2020-09-30,5.03,278.17409,11.7376,-1.24,1197.023,-68.463,2.47107368421053,-0.261052631578947
77900,CPI AEROSTRUCTURES INC,1992-09-17,25726,3728,"Aircraft Parts, Aux Eq, Nec",3.90000009536743,0,2018-12-31,6.37,74.64366,7.9726,0.23,143.714,2.212,2.04425636026783,0.058974357532248
78091,GULF RESOURCES INC,1992-11-18,25935,2810,"Indl Inorganic Chemicals",4.13670015335083,0,2020-12-31,4.12,41.18764,27.7107,-0.87,294.038,-8.42,6.69874512842166,-0.210312560192519
78170,SM ENERGY CO,1992-12-16,26013,1311,"Crude Petroleum and Natural Gs",6.01999998092651,0,2020-12-31,6.12,702.22104,17.5712,-6.72,4976.431,-764.614,2.91880399595877,-1.11627907330421
79022,VICAL INC,1993-03-10,27920,2836,"Biological Pds, Ex Diagnstics",0.795000016689301,1,2018-12-31,1.18,25.74406,2.2351,-0.74,52.344,-16.254,2.81144648186028,-0.930817590522396
80274,SIGMATRON INTERNATIONAL INC,1994-02-09,29698,3672,"Printed Circuit Boards",4.69999980926514,1,2020-04-30,2.95,12.51685,13.876,0.1,176.079,0.443,2.95234054534346,0.0212765966081252
81184,UNVL STAINLESS & ALLOY PRODS,1994-12-14,31170,3312,"Steel Works and Blast Furnaces",7.21000003814697,1,2020-12-31,7.48,66.45232,25.403,-2.16,303.046,-19.047,3.52330095223256,-0.299583909649346
84737,GULF ISLAND FABRICATION INC,1997-04-04,64568,3730,"Ship and Boat Bldg and Repairing",3.20000004768372,0,2020-12-31,3.06,46.99854,8.2272,-1.79,231.343,-27.375,2.57099996168911,-0.559374991664662
85168,HELIX ENERGY SOLUTIONS GROUP,1997-07-01,65006,1389,"Oil and Gas Field Services,Nec",4.13000011444092,0,2020-12-31,4.2,631.4322,11.577,0.13,2498.278,22.174,2.80314762208359,0.0314769967064754
85939,RED LION HOTELS CORP,1998-04-03,109079,7011,"Hotels and Motels",2.71000003814697,1,2019-12-31,3.73,93.80204,5.7652,-0.76,246.518,-19.029,2.12738004385494,-0.280442800480427
87589,BEASLEY BROADCAST GROUP INC,2000-02-11,129823,4832,"Radio Broadcasting Stations",1.48000001907349,1,2020-12-31,1.49,43.7166,9.125,-0.63,738.614,-17.766,6.16554046108218,-0.425675670189783
89258,PRUDENTIAL FINANCIAL INC,2001-12-13,143356,6311,"Life Insurance",76.7399978637695,1,2020-12-31,78.07,30949.83659,170.0775,-1,940722,-374,2.21628231345439,-0.0130310141756222
89946,AMERICAN EQTY INVT LIFE HLDG,2003-12-04,156383,6311,"Life Insurance",27.5300006866455,1,2020-12-31,27.66,2647.64286,61.3733,6.93,71389.674,671.46,2.22932431780765,0.251725384204646
90162,GENWORTH FINANCIAL INC,2004-05-25,158354,6311,"Life Insurance",4.3600001335144,1,2020-12-31,3.78,1911.924,30.2847,1.44,105747,178,6.9460318973864,0.330275219243923
90533,W&T OFFSHORE INC,2005-01-28,160341,1311,"Crude Petroleum and Natural Gs",2.29999995231628,1,2014-12-31,7.34,557.09866,6.7103,-0.16,2709.107,-11.661,2.91752179961665,-0.0695652188335341
90548,ARC DOCUMENT SOLUTIONS INC,2005-02-04,162076,7389,"Business Services, Nec",1.41999995708466,1,2020-12-31,1.48,63.33216,3.4508,0.14,345.438,6.188,2.43014091851431,0.0985915522754155
91086,ACORDA THERAPEUTICS INC,2006-02-10,156617,2836,"Biological Pds, Ex Diagnstics",0.723999977111816,1,2020-12-31,0.6901,39.2121721,4.1878,-2.05,632.68,-99.594,5.78425432650701,-2.83149180222059
91357,HOUSTON WIRE & CABLE CO,2006-06-15,174119,5063,"Elec Apparatus and Equip-Whsl",2.66000008583069,1,2020-12-31,2.79,47.0673,5.4472,-0.76,157.712,-12.582,2.04781948279483,-0.285714276495093
92020,GENESIS HEALTHCARE INC,2007-05-15,176291,8051,"Skilled Nursing Care Fac",0.542500019073486,0,2014-12-31,8.57,342.74858,2.3818,-0.02,650.956,-0.907,4.39041459218339,-0.0368663581508388
92557,LIVE VENTURES INC,2008-02-01,66261,5700,"Home Furniture and Equip Store",11.5799999237061,1,2020-09-30,8.94,14.20566,27.6438,6.4,197.259,10.927,2.38720208826675,0.552677033002235
92897,CHINA GREEN AGRICULTURE INC,2009-03-09,21241,2870,"Agricultural Chemicals",2.59999990463257,0,2020-06-30,2.9152,18.51152,41.3868,-24.33,342.128,-136.752,15.9180005838688,-9.35769265093042
