permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
46834,GEE GROUP INC,1968-09-19,5050,7361,"Employment Agencies",0.449999988079071,0,2001-09-30,2001-11-19,1.42,7.22354,2.5707,-0.21,15.679,-1.066,-0.0815171675460733,0.198975300145293,5.71266681800066,-0.466666679029112
49138,SIFCO INDUSTRIES,1969-09-02,9698,3724,"Aircraft Engine, Engine Parts",2.41000008583069,0,2001-09-30,2001-11-07,4.6,24.0902,9.4279,0.58,86.596,2.974,0.0602341313241787,0.753878559565763,3.9119915619216,0.240663891843839
61269,PARK OHIO HOLDINGS CORP,1972-12-14,8350,5072,"Hardware-Wholesale",4.05999994277954,1,2001-12-31,2002-03-01,3.18,33.37728,11.9062,-2.49,590.376,-25.953,-0.207678827210384,3.72425520337369,2.93256161768535,-0.613300501254517
62420,TII NETWORK TECHNOLOGIES INC,1973-02-09,10286,3669,"Communications Equip, Nec",0.349999994039536,0,2001-06-30,2001-09-27,1.08,12.61656,1.7959,-0.65,30.762,-7.54,-0.329978118161926,0.346258205689278,5.13114294452569,-1.85714288876981
65293,TERRA INDUSTRIES INC,1983-07-26,5980,2870,"Agricultural Chemicals",1.60000002384186,0,2001-12-31,2002-01-31,3.5,267.5785,6.5503,-1.03,1336.043,-79.843,-0.159437596225081,1.46990388973979,4.09393743899557,-0.643749990407377
66472,SMTEK INTERNATIONAL INC,1972-12-14,3756,3672,"Printed Circuit Boards",0.800000011920929,0,2001-06-30,2001-09-06,7.75,17.6855,4.9167,0.79,35.932,1.798,0.160249554367201,2.20249554367201,6.14587490841933,0.987499985285104
71538,BALDWIN TECHNOLOGY CO  -CL A,1987-01-16,12992,3555,"Printing Trades Machy, Equip",0.479999989271164,0,2001-06-30,2001-08-22,1.2,17.6232,3.0955,-1.23,133.89,-18.172,-0.399736031676199,1.94522657281126,6.44895847747879,-2.56250005727634
75174,LILLIAN VERNON CORP,1987-08-14,13693,5961,"Catalog, Mail-Order Houses",4.09999990463257,1,2002-02-28,2002-04-22,6.7,55.6167,11.0123,-1.08,120.757,-9.089,-0.0994278713093324,0.321004671108048,2.68592689174389,-0.263414640273458
75308,OREGON STEEL MILLS INC,1988-04-13,14384,3312,"Steel Works and Blast Furnaces",3.98000001907349,0,2001-12-31,2002-01-25,4.95,127.64565,12.3545,-0.22,869.576,-5.928,-0.0186072206562749,1.64375710169311,3.10414571376711,-0.0552763816446449
75881,GIANT INDUSTRIES INC,1989-12-15,19427,2911,"Petroleum Refining",2.86999988555908,1,2001-12-31,2002-04-01,9.23,78.95342,15.9469,1.4,507.174,12.381,0.0907631405322191,2.71801187596217,5.55641137138705,0.487804897499945
76052,PERMA-PIPE INTERNATIONAL HOL,1989-12-14,19431,3490,"Misc Fabricated Metal Prods",1.62699997425079,1,2002-01-31,2002-05-07,3.05,15.0121,7.7178,-0.08,92.529,-0.374,-0.00984547345144391,1.43580698660068,4.74357721090557,-0.0491702527757192
76367,ATS MEDICAL INC,1990-06-13,22308,3842,"Ortho,Prosth,Surg Appl,Suply",0.449999988079071,0,2001-12-31,2002-03-26,5.3,117.6812,4.1534,-0.31,94.971,-6.844,-0.0742114223133058,0.0297973390585863,9.2297780222834,-0.688888907138213
76515,COVANTA HOLDING CORP,1990-12-06,23485,4950,"Sanitary Services",1.44000005722046,0,2001-12-31,2002-04-02,4.44,86.60664,3.8174,-0.74,208.871,-14.334,-0.19249828774022,1.80503068638116,2.65097211688205,-0.513888868468779
76673,DESIGNER BRANDS INC,1991-06-11,24171,5661,"Shoe Stores",1.88999998569489,1,2002-01-31,2002-03-26,4.24,145.0928,6.4415,-0.85,880.311,-28.723,-0.130304996166566,2.99362606553584,3.40820108399719,-0.449735453139426
76712,AES CORP (THE),1991-06-26,24216,4991,"Cogeneration",2.92000007629395,1,2001-12-31,2002-02-05,16.35,8714.55,10.3921,0.88,36736,273,0.0492868748871637,5.35602094240838,3.55893826317621,0.301369855139487
77173,VITESSE SEMICONDUCTOR CORP,1991-12-11,24803,3674,"Semiconductor,Related Device",2.29999995231628,1,2001-09-30,2001-10-22,7.75,1530.16,6.7312,-0.7,1932.782,-111.875,-0.0841795177595269,0.449570167155127,2.92660875632678,-0.304347832396712
77973,UNICO AMERICAN CORP,1978-01-26,10832,6331,"Fire, Marine, Casualty Ins",2.70000004768372,1,2001-12-31,2002-03-27,5.35,29.32335,7.4111,-1.97,128.823,-10.87,-0.267602166420483,2.17141802067947,2.74485180337602,-0.729629616743906
