permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
85168,HELIX ENERGY SOLUTIONS GROUP,1997-07-01,65006,1389,"Oil and Gas Field Services,Nec",5.44999980926514,0,2014-12-31,2015-02-16,21.7,2291.2162,15.66,1.85,2700.698,195.047,0.117961939528532,0.633347727269978,2.87339459597367,0.339449553164195
86155,CUMULUS MEDIA INC,1998-06-26,112030,4832,"Radio Broadcasting Stations",0.323000013828278,0,2014-12-31,2015-03-02,4.23,985.68729,2.3241,0.05,3745.441,11.769,0.0217308615532331,5.91576683038517,7.19535572910409,0.154798754982662
87439,INTELLICHECK INC,1999-11-19,126020,3579,"Office Machines, Nec",1.12000000476837,0,2014-12-31,2015-03-24,2.95,14.55825,2.6642,-1.59,15.814,-7.644,-0.581381198661393,0.202768481898388,2.37874998987254,-1.41964285109877
88871,CONTANGO OIL & GAS CO,2001-01-18,22053,1311,"Crude Petroleum and Natural Gs",6.3600001335144,1,2014-12-31,2015-03-03,29.24,559.88752,29.6358,-1.15,843.415,-21.874,-0.0385468028040446,0.486282878621803,4.65971688331143,-0.18081760626702
89169,DELCATH SYSTEMS INC,2001-10-22,140023,3841,"Surgical,Med Instr,Apparatus",0.557500004768372,1,2014-12-31,2015-03-11,1.21,11.74789,1.8689,-1.84,23.764,-17.381,-0.957894736842105,0.309672085974098,3.35228696684314,-3.3004484022641
89317,TRANSCONTINENTAL RLTY INVS,1986-09-10,3410,6512,"Operators-Nonres Bldgs",9.53999996185303,1,2014-12-31,2015-04-02,10.3,89.7954,23.5471,0.32,930.405,41.578,0.193130934022036,3.2373841065755,2.46824948576061,0.0335429770733295
89471,LEAPFROG ENTERPRISES INC,2002-07-25,148410,3944,"Games,Toys,Chld Veh,Ex Dolls",0.748399972915649,0,2015-03-31,2015-06-11,2.18,153.64204,2.9304,-3.12,260.192,-218.772,-1.05929519769908,0.259851059914974,3.91555332182018,-4.16889379063573
89901,WHITING PETROLEUM CORP,2003-11-20,155393,1311,"Crude Petroleum and Natural Gs",10.0799999237061,1,2014-12-31,2015-02-25,33,5507.337,34.1243,0.53,14019.504,64.807,0.0113796832083869,1.46031570995759,3.38534724784537,0.0525793654773298
90077,SUNSET FINANCIAL RES INC,2004-03-17,175674,6211,"Security Brokers and Dealers",1.23000001907349,0,2014-12-31,2015-03-05,1.75,26.27975,3.2117,-0.17,296.087,-2.585,-0.0535917901938426,4.96720223903804,2.61113817089145,-0.138211379970591
90162,GENWORTH FINANCIAL INC,2004-05-25,158354,6311,"Life Insurance",3.9300000667572,0,2014-12-31,2015-02-10,8.5,4221.95,30.0443,-2.51,111358,-1244,-0.0833612544394559,6.33659451852845,7.64485992103068,-0.638676833934789
